precio,superficie_total,superficie_util,dormitorios,banos,estacionamientos,tipo
12000,203,81,3,3,1,Casa
5000,105,105,4,2,1,Casa
10000,1002,250,4,3,3,Casa
6500,210,123,3,2,1,Casa
9000,380,200,6,3,3,Casa
13000,476,156,4,4,3,Casa
28700,3853,247,4,3,0,Casa
9000,253,200,4,3,1,Casa
2220,128,78,3,1,0,Casa
9400,981,199,4,3,5,Casa
2250,190,50,2,1,3,Casa
1800,190,70,3,1,2,Casa
7300,5050,177.6,3,2,10,Casa
38000,6225,409,4,6,2,Casa
2353.625728,180,83,3,1,1,Casa
6500,374,125,4,3,2,Casa
6210.956782,5200,5200,2,2,4,Casa
5500,241,114,4,3,2,Casa
1242.191356,180,90,3,1,0,Casa
1242.191356,100,70,3,1,0,Casa
1193.157487,100,70,3,2,0,Casa
1634.462311,150,85,3,2,2,Casa
1569.083818,100,46,3,1,1,Casa
2850,200,159,4,2,2,Casa
1863.287034,100,95,6,2,1,Casa
5950,263,116,4,3,2,Casa
4980,198,88,4,2,1,Casa
2300,121,57,3,2,1,Casa
1961.354773,148,65,3,1,2,Casa
3990,147,110.5,5,2,2,Casa
8499.204017,368,184,5,4,3,Casa
6000,427,100,3,2,4,Casa
2222.868743,180,57.22,3,2,0,Casa
9000,540,168,4,3,0,Casa
2549.761205,5220,50,2,1,5,Casa
7950,500,164,4,4,2,Casa
4350,399,100,4,2,0,Casa
27000,5481,429,7,6,9,Casa
4950,232,124,4,3,3,Casa
5555,216,105,4,3,0,Casa
6250,351,172,3,2,2,Casa
3040.099898,146,54,3,1,0,Casa
3800,127,90,3,2,1,Casa
1340.259095,195,67,2,1,0,Casa
6047.51055,239,91,3,2,1,Casa
2000,80,50,3,1,1,Casa
4850,200,140,3,2,2,Casa
2124.801004,10000,85,3,1,2,Casa
3922.709546,132.65,128.58,4,3,1,Casa
2750,145,61,3,2,1,Casa
4739.940702,320,72,2,3,3,Casa
17000,1074,370,6,4,1,Casa
2909.342913,184,90,4,2,2,Casa
4576.494471,232.05,123,3,3,3,Casa
4277,178,113,3,2,1,Casa
3490,164,80,3,1,1,Casa
6650,370,152,4,3,3,Casa
5244,331,240,4,3,2,Casa
980.6773866,200,50,3,1,0,Casa
6210.956782,504,98,4,2,0,Casa
9990,208,158,3,3,2,Casa
4300,240,120,4,2,0,Casa
15000,5000,190,5,4,1,Casa
4200,121,132,4,2,1,Casa
15500,2600,420,3,4,6,Casa
1307.569849,65,80,4,1,0,Casa
3922.709546,300,120,5,2,1,Casa
4150,130,81,3,3,2,Casa
3000,115.36,90,3,1,2,Casa
817.2311555,5000,5000,3,1,1,Casa
5230.279395,5000,161,4,3,7,Casa
7845.419092,498,156,5,3,0,Casa
7500,376,178,4,2,2,Casa
4700,245,87,3,2,0,Casa
2850,320,50,2,1,4,Casa
2165,168,94,3,2,0,Casa
5393.725626,278,118,4,3,0,Casa
14500,1044,160,5,4,4,Casa
6500,272,171,4,3,2,Casa
4290,294,135,3,3,1,Casa
4500,215,100,3,2,3,Casa
2330,88,70,4,1,2,Casa
3100,368,79,3,2,1,Casa
9479.881403,1090,1089,13,11,2,Casa
2451.693466,240,55,3,1,8,Casa
8150,271,162,4,3,0,Casa
14500,902,242,4,3,3,Casa
11500,832,190,4,3,2,Casa
2353.625728,391,97,3,1,5,Casa
4450,603,130,3,2,0,Casa
2353.625728,150,100,4,2,0,Casa
9700,5000,200,5,4,6,Casa
15370,5102,292,5,4,8,Casa
2550,129,90,5,3,2,Casa
3700,200,120,4,3,0,Casa
17500,5030,400,6,5,8,Casa
20000,825,470,6,6,0,Casa
4413.04824,141,73,3,3,0,Casa
9152.988941,7500,272,4,3,4,Casa
17000,5263,340,5,5,10,Casa
4150,130,82,3,2,1,Casa
6000,186,100,3,3,3,Casa
10500,524,187,4,3,0,Casa
9980,400,400,4,3,2,Casa
7300,206,140.5,5,2,2,Casa
4086.155777,148,85,4,2,1,Casa
9600,1975,374,6,3,7,Casa
5800,5500,270,7,3,1,Casa
4184.223516,150,90,2,2,2,Casa
2451.693466,150,75,3,2,1,Casa
5600,215,178,4,3,0,Casa
3432.370853,300,230,6,3,0,Casa
9600,1000,250,12,10,3,Casa
10500,639,200,8,4,6,Casa
15600,1323,309,5,5,6,Casa
7400,350,140,3,3,2,Casa
21000,5000,280,3,3,5,Casa
5590,170,82,4,3,2,Casa
6900,359,140,4,3,2,Casa
10000,980,200,4,3,0,Casa
4700,180,128,4,2,3,Casa
13000,5600,300,5,5,0,Casa
24516.93466,7100,350,3,3,0,Casa
5230.279395,205,195,4,2,3,Casa
2288.247235,105,70,3,1,1,Casa
11500,862,220,3,3,2,Casa
7300,233,313,5,5,3,Casa
5500,250,97,3,2,2,Casa
1942,100,86,3,2,1,Casa
7500,5033,220,7,3,4,Casa
7950,365,133,3,2,2,Casa
4903.386933,210,104,4,2,1,Casa
6500,5500,190,4,2,0,Casa
1960,180,90,5,2,1,Casa
4903.386933,248,90,5,3,2,Casa
6200,280,135,5,3,2,Casa
8000,360,200,4,3,0,Casa
8499.204017,400,160,4,3,3,Casa
4470,180,216.15,3,4,0,Casa
5400,102,100,3,2,1,Casa
2745.896682,900,100,3,3,1,Casa
3200,160,61,3,2,2,Casa
5500,248,105,4,2,2,Casa
5300,197,109,4,3,2,Casa
15000,2402,337,5,4,4,Casa
9000,273,124,4,3,2,Casa
22000,800,180,5,3,0,Casa
2353.625728,11500,94,4,2,9,Casa
8500,308,140,3,3,2,Casa
4500,190,80,3,2,2,Casa
5500,242,163,4,4,3,Casa
555.7171857,91,47,2,1,0,Casa
10500,200,150,4,3,1,Casa
9900,400,240,5,4,2,Casa
980.6773866,72,50,3,1,1,Casa
4690,5000,85,2,2,5,Casa
2500,118,60,2,1,2,Casa
9980,400,150,5,4,0,Casa
4290,82,175,3,3,2,Casa
1863.287034,106,46,3,1,2,Casa
2600,165,62,3,1,2,Casa
9500,500,140,4,3,4,Casa
7200,380,130,4,3,2,Casa
6500,247.65,144.46,4,2,2,Casa
15000,500,300,5,5,3,Casa
23990,790,167,5,3,0,Casa
6200,350,110,3,2,2,Casa
3000,137,65,3,2,1,Casa
6100,5150,120,4,2,3,Casa
4299,156,89,5,2,1,Casa
3060,200,100,4,2,2,Casa
9500,5040,214,4,4,0,Casa
5000,218,90,3,2,2,Casa
5197.590149,300,140,5,2,2,Casa
5730,672,672,2,2,1,Casa
6700,210,137,5,3,1,Casa
27000,5481.25,428.52,7,6,9,Casa
4903.386933,525,440,11,7,0,Casa
6500,410,98,4,2,3,Casa
10200,6000,198,5,4,0,Casa
2615.139697,219,95,3,2,1,Casa
7500,380,182,4,3,2,Casa
1961.354773,380,70,3,1,2,Casa
6400,5117,147.79,3,3,4,Casa
5884.064319,183,124,4,2,2,Casa
6000,240,110,2,2,3,Casa
5393.725626,400,200,5,2,1,Casa
19900,3371,502,6,7,4,Casa
11500,862,139,4,2,2,Casa
6327,274.5,97,5,2,1,Casa
9490,308,140,3,3,0,Casa
7500,220,139,5,4,2,Casa
9730,520,120,4,2,0,Casa
19000,2400,350,6,4,7,Casa
5900,205,177,6,2,2,Casa
2680.51819,75,70,3,2,0,Casa
2350,103,52,2,1,2,Casa
9970,500,185,6,3,4,Casa
12700,535,289,5,5,3,Casa
45000,20000,1000,5,9,0,Casa
5900,220,126,3,3,2,Casa
2288.247235,644,74,2,2,1,Casa
8160,275,206,5,3,3,Casa
5884.064319,8200,167,5,3,5,Casa
15900,836,309,5,4,6,Casa
12500,1000,200,5,5,3,Casa
8850,362,97,5,4,2,Casa
7400,296,154,6,3,2,Casa
7600,563,148,7,3,3,Casa
2650,128,66,3,2,1,Casa
11300,720,190,4,3,2,Casa
41900,6000,521,5,5,5,Casa
9806.773866,5700,540,4,2,0,Casa
17500,1216,262,5,5,3,Casa
8700,437,242,6,4,1,Casa
3500,123.24,70,2,1,2,Casa
2240,6,51,3,1,0,Casa
17000,929,260,4,3,6,Casa
15000,826,284,8,3,6,Casa
3007.410652,1652,9647,5,1,0,Casa
7000,312,104,3,2,3,Casa
6047.51055,160.26,145,5,3,2,Casa
18000,490,320,5,2,4,Casa
3595.817084,176,106,3,1,1,Casa
5600,198,110,4,3,2,Casa
5000,216,90,5,3,4,Casa
14000,5067,297,5,3,0,Casa
2010.388642,90,60,3,1,1,Casa
19500,3371,502,6,7,5,Casa
15000,1798,363,6,5,5,Casa
11700,686,630,5,5,0,Casa
4850,198,77,3,2,2,Casa
11500,1890,400,4,3,8,Casa
4086.155777,148,92.96,4,2,1,Casa
2353.625728,132,65,3,1,3,Casa
19395,1000,600,10,6,5,Casa
4903.386933,446.03,456.3,11,5,0,Casa
1471.01608,72,72,3,1,1,Casa
5750,200,110,3,3,2,Casa
7900,362,267,5,4,3,Casa
15000,5063,315,5,7,4,Casa
3200,820,100,3,2,6,Casa
4903.386933,200,140,5,2,0,Casa
6400,310,115,4,3,2,Casa
14900,1000,238,6,4,2,Casa
15000,6794,315,4,3,0,Casa
13000,805,180,4,4,4,Casa
12700,535,289,5,5,2,Casa
3500,200,65,3,1,1,Casa
5989,256,140,4,3,1,Casa
3850,255,110,4,2,2,Casa
11250,4500,196,4,5,10,Casa
5850,244,100,4,2,2,Casa
13400,1670,219,4,4,7,Casa
20000,825,470,6,6,0,Casa
7950,500,164,4,4,0,Casa
8650,5600,190,6,5,0,Casa
14710.1608,7260,300,3,2,25,Casa
7400,296,154,6,3,2,Casa
16500,2600,215,6,5,5,Casa
27000,5481.25,428.52,7,6,3,Casa
4500,93,80,3,1,0,Casa
4934,208.6,102,4,2,1,Casa
5930,3000,220,4,3,0,Casa
21764.65377,282.23,282,6,6,4,Casa
15000,826,284,7,3,4,Casa
4400,231,76,3,2,1,Casa
11500,875,340,6,4,0,Casa
3759.263315,178,106,3,1,2,Casa
9740,424,180,5,5,0,Casa
6260,300,132,4,3,2,Casa
4372,130,110.3,4,3,0,Casa
3200,210.11,87.19,3,1,2,Casa
5066.833164,189,100,4,3,2,Casa
17000,1000,257,6,5,3,Casa
4500,216,120,4,2,3,Casa
5197.590149,160,100,3,1,0,Casa
6200,300,140,3,3,0,Casa
3105.478391,172,102,4,2,1,Casa
46000,20000,1000,7,9,0,Casa
5700,270,150,5,2,2,Casa
21000,10105,775,5,4,9,Casa
3150,5000,159,3,2,0,Casa
6200,230,124,4,3,2,Casa
40000,5145,372,6,6,8,Casa
4700,200,120,3,2,0,Casa
2843.964421,138,112,3,2,3,Casa
10730,720,170,3,2,0,Casa
19900,3371,502,6,7,8,Casa
8400,240,190,5,2,0,Casa
2200,112,79,2,2,3,Casa
14000,5435,37778,9,5,6,Casa
5500,352,109,4,3,2,Casa
6500,240,120,4,3,1,Casa
2584,258,62,3,2,1,Casa
4650,226,120,3,2,3,Casa
13200,985,230,4,5,0,Casa
7300,312,195,5,6,3,Casa
11990,600,150,5,3,0,Casa
8300,800,164,3,2,0,Casa
15500,715,298,6,6,2,Casa
4500,142,107,4,3,1,Casa
5130,128,164.45,9,4,1,Casa
4500,77,77,3,2,2,Casa
10500,950,247.95,4,3,0,Casa
9000,514,180,5,4,2,Casa
32500,5905,480,4,4,10,Casa
14500,1194,262,6,5,0,Casa
4903.386933,325,179.5,3,2,2,Casa
10000,400,240,2,2,0,Casa
2600,145,90,3,1,1,Casa
3490,164,80,3,1,1,Casa
5900,170,125,4,2,1,Casa
6950,359,140,4,3,2,Casa
7000,493,110,4,2,0,Casa
6500,410,98,4,2,2,Casa
20000,1100,265,5,3,4,Casa
11000,1073,180,2,3,3,Casa
25000,1100,400,7,6,4,Casa
5600,262,110,3,2,2,Casa
12500,700,140,4,4,5,Casa
3060,230,180,5,2,1,Casa
1928.665527,130,67,2,1,1,Casa
15500,715,296,6,6,2,Casa
1840.698765,119,80,3,1,1,Casa
11000,1100,180,2,3,2,Casa
24200,4755,4755,7,4,6,Casa
18000,5600,370,4,5,0,Casa
12900,639,243,7,4,6,Casa
8000,225,91.99,4,3,1,Casa
11441.23618,5000,220,7,3,0,Casa
9490,480,180,5,4,6,Casa
2579,166,74,3,1,2,Casa
3007.410652,137,79,3,2,1,Casa
25000,5000,420,5,5,10,Casa
6500,242,150,4,3,1,Casa
14100,1000,400,6,4,2,Casa
8172.311555,740,250,6,4,8,Casa
9000,514,185,5,4,7,Casa
11000,1073,180,2,3,3,Casa
15500,950,300,6,5,8,Casa
6900,5000,72,4,2,50,Casa
6500,500,90,4,3,2,Casa
5600,300,105,4,3,2,Casa
8000,362,127,3,3,2,Casa
14900,1000,250,4,5,2,Casa
3990,194,84,3,2,2,Casa
4413.04824,230,199,7,3,0,Casa
6950,272,140,5,3,3,Casa
5700,230,130,4,3,0,Casa
11600,508,198,4,3,2,Casa
4903.386933,170,192.19,5,3,0,Casa
13800,2584,366,5,5,10,Casa
2451.693466,138,60,3,2,1,Casa
5557.171857,2700,236,4,3,0,Casa
2288.247235,122.08,61,3,1,1,Casa
17500,1216,262,5,5,0,Casa
6900,273,192,6,3,3,Casa
20664,10000,300,3,3,0,Casa
8900,308,150,3,3,3,Casa
121500,22101,1412,6,5,0,Casa
14450,209,167,4,5,2,Casa
2615.139697,225,400,9,4,0,Casa
1961.354773,36,36,2,1,1,Casa
1895.976281,120,90,3,1,0,Casa
13200,5000,345,4,4,5,Casa
58000,7200,353,3,4,0,Casa
13075.69849,2908,260,6,6,12,Casa
13400,1670,219,5,4,7,Casa
9479.881403,1080,320,10,9,6,Casa
2320.936482,362,112,5,2,0,Casa
6950,359,140,4,3,2,Casa
8172.311555,324,134,3,2,0,Casa
7300,5050,180,3,2,4,Casa
17500,5800,500,5,5,0,Casa
9300,230,198,5,4,4,Casa
3500,180,79,3,1,2,Casa
8900,308,140,4,3,3,Casa
16500,2600,220,5,5,5,Casa
16500,2600,199,5,5,6,Casa
17000,1000,270,4,3,3,Casa
14500,1044,159,5,4,3,Casa
9479.881403,1089,324,14,6,3,Casa
6900,98,94,6,3,0,Casa
9370,5986,125,4,2,11,Casa
7990,2300,230,4,3,3,Casa
5000,216,85,5,2,4,Casa
11950,2500,306,5,5,5,Casa
15000,1798,363,5,5,4,Casa
8172.311555,329,329,4,3,5,Casa
6210.956782,285,101,4,3,1,Casa
11500,660,220,5,5,2,Casa
2650,80,70,3,2,1,Casa
5557.171857,10000,165,3,3,2,Casa
12500,5000,276,4,5,2,Casa
5100,136,94.13,4,2,2,Casa
11575,600,214,7,3,4,Casa
9990,5047,250,4,3,0,Casa
14900,1000,238,4,4,2,Casa
1600,96,51,3,1,2,Casa
8500,270,270,7,5,0,Casa
3500,200,120,4,2,1,Casa
11441.23618,10026,208,5,3,2,Casa
1990,850,120,3,4,4,Casa
13000,525,312,5,2,3,Casa
8500,5000,145,4,2,0,Casa
15500,5015,190,5,3,2,Casa
10000,6770,295,5,3,0,Casa
24000,1250,540,11,9,9,Casa
10310,505,295,5,3,3,Casa
8000,312,132,4,3,2,Casa
8000,285,120,5,3,1,Casa
4184.223516,254,104,4,3,2,Casa
6280,440,112,3,3,3,Casa
8040,275,204,5,2,3,Casa
9000,981,199,4,3,0,Casa
17900,5000,400,6,5,10,Casa
10500,600,190,4,3,0,Casa
13200,985,230,8,5,5,Casa
4300,485,117,5,2,2,Casa
16508.06934,378,378,6,4,1,Casa
8900,308,140,4,3,2,Casa
9152.988941,5000,250,3,4,5,Casa
5244,331,240,4,3,2,Casa
12500,810,700,7,2,0,Casa
10000,1000,250,4,3,0,Casa
8265,280,204,5,3,3,Casa
9700,335,104,3,1,4,Casa
18900,1050,348,6,5,6,Casa
6221,300,80,4,3,2,Casa
6900,359,140,4,3,2,Casa
15900,5990,220,4,3,15,Casa
6100,268.5,116,4,3,2,Casa
19900,3371,502,5,5,0,Casa
12100,300,250,4,3,2,Casa
7330,248,116,4,2,1,Casa
4249.602008,245,180,5,3,2,Casa
32000,5700,550,3,3,8,Casa
9370,5986,215,4,2,11,Casa
9285,486,120,4,2,2,Casa
18000,5600,370,4,5,0,Casa
4950,265,104,3,2,3,Casa
17500,1000,257,6,5,2,Casa
6400,310,115,4,3,2,Casa
11730,610,200,5,3,2,Casa
7130,354.45,150,2,1,3,Casa
4903.386933,329,120,4,2,4,Casa
2778.585929,144,120,7,2,1,Casa
19970,10105,873,5,4,12,Casa
8200,547,208,4,3,3,Casa
4047,148,85,4,2,2,Casa
9068,160,106.65,2,3,2,Casa
7500,190,100,3,2,2,Casa
45000,20000,1000,5,9,30,Casa
4600,163.4,83.3,3,3,2,Casa
9479.881403,1089,324,14,6,3,Casa
9800,424,215,6,4,5,Casa
5300,260,95,4,2,0,Casa
2778.585929,420,90,4,2,3,Casa
5300,300,139,4,2,0,Casa
4600,160,110,3,2,2,Casa
6400,310,115,4,3,2,Casa
12500,1000,186,4,4,2,Casa
3500,169,50,3,2,2,Casa
6500,506,90,4,3,0,Casa
9370,5986,196,4,2,15,Casa
41900,5900,476,6,5,4,Casa
8500,6247,300,4,2,2,Casa
10310,536,325,4,4,3,Casa
11000,1087,180,2,3,8,Casa
12258.46733,8900,182,5,3,4,Casa
9152.988941,5000,236.81,7,3,0,Casa
2400,138,62,3,2,1,Casa
4700,250,160,5,2,1,Casa
11740,610,201,4,4,2,Casa
19000,3371,502,5,5,0,Casa
5000,216,108,3,2,3,Casa
5000,5000,180,7,3,2,Casa
11500,1890,400,3,3,8,Casa
25000,5190,440,5,5,10,Casa
4750,250,170,5,2,1,Casa
10624.00502,390,285,4,4,3,Casa
10500,570,240,3,3,2,Casa
6200,330,140,5,3,0,Casa
9152.988941,5000,250,3,4,5,Casa
10300,424,320,6,5,6,Casa
5491.793365,300,180,6,5,4,Casa
2900,135.6,99.8,4,2,3,Casa
3105.478391,204,120,3,2,1,Casa
22500,1324,373,5,5,5,Casa
1402,60,33,2,1,1,Casa
7000,5000,110,3,2,4,Casa
7500,500,225,5,3,5,Casa
5900,1340,296,4,4,8,Casa
6000,549,282,11,4,0,Casa
11000,10000,100,3,2,0,Casa
6700,466,113,2,3,0,Casa
7400,296,154,6,3,2,Casa
13000,476,140,4,4,3,Casa
10000,6247,320,7,7,6,Casa
10000,1000,250,4,4,4,Casa
12800,525,312,5,2,0,Casa
10000,198,113,7,4,0,Casa
14000,535,289,5,5,2,Casa
19200,2070,350,14,6,0,Casa
12000,360,140,4,2,2,Casa
10700,406,220,5,4,3,Casa
4100,148,92.87,4,2,2,Casa
14000,5087,434,6,4,14,Casa
9990,5047,250,4,3,3,Casa
9300,211,198,5,4,4,Casa
12500,525,312,6,2,6,Casa
7600,1337,296,4,4,10,Casa
2843.964421,128.79,15.9,3,2,2,Casa
5990,696,182,5,2,5,Casa
16000,754,270,6,2,0,Casa
12000,608,702,12,4,2,Casa
8000,230,91,4,2,2,Casa
9643.327635,981,199,4,3,5,Casa
7500,500,225,5,3,5,Casa
18900,2080,333,6,5,8,Casa
2816,170,130,4,2,2,Casa
33000,5800,480,3,3,4,Casa
8000,296,154,6,3,2,Casa
3400,135,80,3,2,2,Casa
8500,5300,130,3,2,0,Casa
5400,190.96,109.86,4,3,1,Casa
14000,660,334,6,4,5,Casa
2582.450451,258,62,3,2,1,Casa
3595.817084,120,60,5,2,0,Casa
5600,215,177,4,3,3,Casa
23900,2000,446,7,6,6,Casa
6000,243,150,6,5,1,Casa
5305.277842,106,105,4,3,1,Casa
12750,500,184,5,4,4,Casa
5600,410,151,4,3,2,Casa
1634.462311,120,120,4,1,0,Casa
6300,250,130,5,3,1,Casa
10900,639,180,3,2,6,Casa
10300,424,284,6,5,6,Casa
22882.47235,1314,896,13,4,0,Casa
9800,424,180,4,5,0,Casa
2749,151,113,4,2,2,Casa
9800,424,215,6,4,0,Casa
6230,287,105,4,3,1,Casa
7550,289,110,3,2,3,Casa
2942.03216,315,200,3,1,3,Casa
16500,2600,220,5,5,5,Casa
12421.91356,330,180,5,2,4,Casa
4570,180,180,5,4,1,Casa
12750,500,184,5,4,4,Casa
7500,500,90,4,3,0,Casa
32500,5890,500,4,3,0,Casa
18900,2080,526,7,5,8,Casa
6374.403013,250,97,5,2,3,Casa
7550,357,120,4,3,0,Casa
5110,300,250,6,5,2,Casa
7518.52663,357,357,4,2,3,Casa
12800,525,312,5,2,0,Casa
11441.23618,740,250,5,1,1,Casa
1617,160,81,2,1,1,Casa
14950,850,360,5,4,2,Casa
6194,338.23,278.1,10,5,3,Casa
6537.849244,484,139,3,1,0,Casa
2353.625728,150,100,4,2,0,Casa
7500,500,120,4,3,4,Casa
14500,2550,216,5,4,6,Casa
15408,5136,144,2,2,0,Casa
10300,424,320,6,5,6,Casa
12500,1000,340,5,4,0,Casa
7191.634168,84,676,5,4,0,Casa
6049,165,160,3,4,3,Casa
10500,5000,300,6,4,0,Casa
13900,950,110,9,6,6,Casa
5100,285,195,4,3,3,Casa
10000,1000,237,5,4,4,Casa
5600,182,110,4,3,2,Casa
6900,261,163,6,3,1,Casa
6650,280,135,4,3,2,Casa
13100,5052,221,5,4,6,Casa
6900,273,192,7,3,0,Casa
3500,160,50,3,2,1,Casa
10508,650,194,4,2,1,Casa
5600,140,110,4,3,2,Casa
4576.494471,200,140,4,1,0,Casa
8172.311555,296,166,7,4,4,Casa
6900,261,163,6,3,1,Casa
6047.51055,300,90,4,3,2,Casa
6850,270,150,4,3,0,Casa
4590,180,181,3,1,1,Casa
17652.19296,627,329,7,7,7,Casa
5500,233,103,4,3,4,Casa
14900,1000,238,6,4,2,Casa
6324,165,160,3,4,3,Casa
6000,222,79,3,2,2,Casa
12500,525,312,6,2,6,Casa
1900,370,150,2,1,0,Casa
15500,1000,290,6,3,0,Casa
10500,560,200,4,3,4,Casa
4000,210,178,6,4,1,Casa
2816,170,130,4,2,2,Casa
6500,585,131,4,1,5,Casa
2615.139697,500,240,11,2,0,Casa
13188,5000,252,5,3,0,Casa
12900,5000,450,8,6,4,Casa
6900,261,163,6,3,1,Casa
4700,250,160,5,2,2,Casa
24516.93466,964,184,5,3,24,Casa
4641.872963,167,97,4,3,2,Casa
10500,5000,300,6,4,0,Casa
3200,210.11,87.19,3,1,2,Casa
5200,205,150,2,2,2,Casa
2640,225,450,9,4,0,Casa
13075.69849,875,515,14,4,0,Casa
9000,1000,200,4,3,2,Casa
7200,243.05,106.58,4,3,0,Casa
5557.171857,121,100,3,2,0,Casa
13500,5600,300,5,5,0,Casa
22882.47235,1314,896,13,4,0,Casa
10750,900,260,11,9,0,Casa
5557.171857,121,100,3,2,0,Casa
5300,434,142,4,2,0,Casa
4249.602008,200,80,4,3,1,Casa
4590,180,181,3,1,1,Casa
9806.773866,5000,220,7,4,0,Casa
9800,657,245,6,4,3,Casa
1846.942411,102.41,91.6,3,1,2,Casa
8900,514,180,5,5,0,Casa
1961.354773,220,50,4,1,0,Casa
2582.450451,160,90,4,2,2,Casa
3800,188,72,3,2,2,Casa
9806.773866,500,184.63,6,3,8,Casa
8172.311555,296,166,7,4,4,Casa
14300,587,360,5,3,3,Casa
4790,189,189,4,3,1,Casa
8000,326.75,120.45,4,3,2,Casa
4350,215,85,4,2,3,Casa
2713.207436,137,79,3,2,2,Casa
10750,900,260,11,9,0,Casa
40000,1450,1807,17,8,0,Casa
5900,5085,164,5,3,4,Casa
14300,4050,180,3,4,3,Casa
8050,300,155,6,3,0,Casa
20000,2013,186.95,6,3,0,Casa
2800,136,79,3,3,0,Casa
9700,400,203,4,3,3,Casa
9900,950,140,3,4,2,Casa
7500,376,178,4,2,2,Casa
12000,910,320,5,4,0,Casa
1300,225,67,3,1,2,Casa
9990,5047,228,4,3,4,Casa
9741.395373,2409,100,7,2,0,Casa
16000,1002,220,4,5,4,Casa
1209.50211,5000,54,3,1,3,Casa
12900,6000,400,10,5,0,Casa
4968.765425,784,244,5,1,2,Casa
8650,5600,190,6,6,5,Casa
4700,250,160,5,2,2,Casa
9500,333,223,7,5,0,Casa
7500,299,152,3,3,3,Casa
4950,265,105,3,2,3,Casa
15358,5000,240,4,3,7,Casa
2500,140,65,3,2,1,Casa
10000,1000,250,4,3,4,Casa
1839,102,58.9,3,2,0,Casa
10300,500,180,4,3,2,Casa
45000,6225,449,5,6,5,Casa
5753.307334,290,120,4,3,2,Casa
6200,280,135,5,3,0,Casa
29800,738,300,12,8,6,Casa
22000,1522,500,6,5,0,Casa
6864.741706,1066,192,4,2,0,Casa
16500,16000,355,4,4,0,Casa
2451.693466,111,111,3,2,1,Casa
10499,400,130,4,3,2,Casa
2150,198,77.65,3,2,2,Casa
10990,208,156,3,3,2,Casa
8000,5000,130,4,2,0,Casa
7028.187937,2761,524,8,4,0,Casa
14710.1608,714,385,5,5,0,Casa
17900,800,270,6,5,0,Casa
4050,164,105,4,2,1,Casa
4500,240,140,4,3,0,Casa
5400,220,99,4,3,1,Casa
1797.908542,63,57,4,2,0,Casa
10490,203,203,3,3,0,Casa
6082,1000,150,7,4,0,Casa
9643.327635,3395,320,5,5,8,Casa
8507,735,235,8,6,6,Casa
3450,390,110,3,2,2,Casa
3950,195,150,4,3,2,Casa
9370,5986,125,4,2,11,Casa
5200,264,108,6,2,2,Casa
1013.366633,106,74,2,1,0,Casa
15000,1798,363,6,5,5,Casa
10700,424,284,6,5,5,Casa
24000,474,167,5,3,2,Casa
15500,970,300,5,4,4,Casa
6275,573,153,1,1,4,Casa
9300,212,199,5,3,3,Casa
7845.419092,506,288,9,6,6,Casa
45000,20000,1000,5,9,5,Casa
14710.1608,700,200,7,2,0,Casa
5740,300,160,5,2,3,Casa
15100,1114,199,5,5,0,Casa
33000,5890,580,4,4,8,Casa
11850,1370,326,14,8,8,Casa
9300,633,320,11,4,0,Casa
3105.478391,94,128,11,2,0,Casa
11990,600,150,6,3,3,Casa
8500,5500,220,5,2,3,Casa
30000,3853,300,5,4,3,Casa
15100,3045,241,4,4,4,Casa
1667.151557,110,105,4,1,0,Casa
7681.972861,1420,160,6,4,5,Casa
3000,160,80,6,4,1,Casa
5884.064319,572,80,3,3,2,Casa
3595.817084,186,105,3,2,1,Casa
9741.395373,2409,100,7,2,0,Casa
2288.247235,140,80,8,2,0,Casa
14710.1608,1200,300,6,2,18,Casa
12011,798,871,5,4,0,Casa
8900,5150,193,3,2,10,Casa
6550,136,170,6,3,0,Casa
6900,98,94,5,3,0,Casa
19600,1535,672,22,12,7,Casa
3800,223.88,115,3,3,1,Casa
11950,6150,170,4,4,4,Casa
2778.585929,285,100,3,1,0,Casa
11600,428,139,4,3,2,Casa
4900,247,107,3,2,2,Casa
1797.908542,110,100,5,1,0,Casa
15000,500,360,5,2,0,Casa
8000,320,105,4,2,0,Casa
8000,370,130.17,4,2,1,Casa
19900,3371,502,6,7,2,Casa
4300,378,84,3,1,1,Casa
39227.09546,1435,1210,7,5,0,Casa
14900,1021,321,5,4,1,Casa
1895.976281,263,100,3,1,1,Casa
5600,219,164,5,4,2,Casa
14710.1608,1800,1800,3,2,6,Casa
11000,7650,260,4,3,0,Casa
4300,229,140,6,3,4,Casa
20660,895,181,3,4,0,Casa
10600,448,110,3,2,3,Casa
8500,333.5,222.65,7,5,0,Casa
3700,180,92,3,1,2,Casa
16230,705,354,12,6,0,Casa
14000,660,334,8,4,20,Casa
1600,200,45,3,1,4,Casa
3922.709546,5200,120,4,2,0,Casa
3922.709546,5200,120,4,2,0,Casa
5950,363.6,167.7,5,3,3,Casa
8900,514,185,4,4,4,Casa
14710.1608,580,350,4,3,4,Casa
8500,750,300,6,4,3,Casa
5557.171857,1424,506,5,2,0,Casa
7500,300,220,3,2,2,Casa
817.2311555,120,104,7,2,0,Casa
6000,549,282,11,4,0,Casa
30451,2300,2300,5,3,5,Casa
3700,240,126,3,2,1,Casa
4700,220,150,3,1,2,Casa
10300,5986,120,4,2,11,Casa
7900,317,290,7,2,0,Casa
5557.171857,134,134,4,3,0,Casa
24098,964,184,5,3,24,Casa
